TP9,AF7,AF8,TP10
-3.418,26.855,27.832,7.812
1.953,30.273,24.902,9.277
0.0,31.738,26.855,7.812
-7.324,25.879,26.855,10.742
-3.418,23.926,24.414,13.672
1.953,28.32,22.949,12.207
4.395,27.832,22.949,20.02
5.371,23.926,23.926,23.926
7.812,22.949,21.484,17.578
10.254,23.926,19.531,16.113
10.254,24.414,20.02,16.602
8.789,23.438,19.043,19.043
9.766,24.414,20.996,20.508
16.113,25.391,20.02,22.461
23.438,24.902,18.066,23.926
24.902,27.832,22.461,23.438
25.391,30.273,21.973,23.438
23.438,28.32,21.484,23.926
20.02,28.32,23.926,24.902
18.066,27.832,23.438,24.414
12.695,25.879,24.902,20.02
10.742,21.973,26.367,21.484
8.789,21.484,27.344,22.949
5.859,23.926,26.367,14.16
1.465,22.949,25.879,5.859
-1.953,20.02,25.391,6.348
-5.859,20.508,23.438,6.348
-8.789,22.949,23.438,4.395
-6.836,22.461,21.973,5.371
-6.348,21.973,19.531,4.395
-7.324,23.438,22.949,4.395
-8.789,23.438,23.926,3.418
-11.719,22.461,27.832,4.395
-3.418,21.973,31.738,7.324
-0.488,22.949,29.297,12.695
-0.977,23.926,26.855,12.695
0.488,20.02,26.855,7.812
-1.465,17.578,22.949,6.348
8.301,19.043,22.461,17.09
10.254,21.973,20.508,20.996
5.859,24.414,18.555,17.09
10.254,25.391,21.484,20.508
16.113,26.367,22.461,23.926
14.648,24.902,20.02,20.996
17.09,22.461,20.02,22.461
17.578,21.973,20.02,19.043
18.066,22.949,24.902,14.16
17.578,23.438,25.391,13.184
8.789,22.461,21.484,7.812
6.348,22.949,22.461,5.371
1.953,20.508,24.414,3.906
-1.953,20.996,21.973,-0.488
0.0,24.414,20.02,-0.977
1.953,24.902,23.438,0.977
-1.465,22.949,21.973,-2.93
-8.789,22.461,20.508,-0.488
-12.695,18.066,23.438,-1.953
-14.16,16.602,25.391,1.465
-17.09,16.113,27.344,4.883
-19.043,15.137,25.391,-2.93
-20.02,17.09,25.391,0.977
-17.578,16.113,28.809,8.301
-15.137,13.184,27.832,13.672
-18.066,14.16,24.902,13.184
-9.766,15.625,22.949,11.719
-8.789,16.602,24.414,14.648
-7.812,19.531,24.414,13.672
0.488,21.973,24.902,13.672
6.348,25.879,25.879,19.531
16.113,25.879,25.391,21.484
17.09,26.367,21.973,19.531
10.742,26.855,25.391,19.043
12.207,27.832,27.832,24.414
17.09,27.344,26.367,22.949
18.555,26.367,23.926,15.625
13.672,27.344,21.973,12.695
12.695,28.32,23.438,14.648
15.625,29.785,26.367,18.066
13.672,31.25,24.414,13.672
7.812,25.879,22.949,8.301
3.906,23.926,25.879,10.254
-3.418,25.391,25.879,7.324
-12.207,22.949,25.391,2.441
-14.16,22.461,26.855,2.93
-17.578,22.949,28.32,-0.488
-20.508,21.973,26.367,-7.812
-21.484,18.066,25.391,-8.789
-24.414,15.625,24.414,-8.301
-23.926,18.555,23.438,-4.883
-20.02,20.508,28.809,-5.859
-14.16,19.043,28.32,-6.348
-10.254,19.043,24.902,-0.488
-10.742,21.484,26.855,0.488
-7.324,21.973,29.297,4.395
-1.465,20.996,32.227,12.695
2.93,21.484,29.297,19.531
5.859,21.973,27.344,26.367
10.742,22.461,29.785,25.879
14.648,21.484,27.832,23.438
15.625,23.438,25.879,22.461
20.508,28.32,21.973,21.973
20.02,28.32,20.02,27.344
16.113,27.344,21.973,22.949
19.531,28.809,21.484,21.973
20.996,23.926,20.996,21.973
18.066,21.973,20.02,10.742
12.695,23.438,20.508,5.371
7.324,21.484,21.973,5.859
4.883,20.508,22.461,3.906
4.883,20.02,22.949,3.418
5.859,21.484,24.414,5.371
3.418,22.461,24.902,1.465
-2.93,23.926,25.879,0.977
-9.766,20.996,28.32,0.977
-9.766,17.09,28.32,-7.324
-8.301,18.066,25.391,-8.789
-13.184,19.531,22.461,-4.883
-12.695,19.043,23.926,-3.906
-9.277,20.996,25.391,-4.883
-7.324,22.461,28.809,-0.977
-3.418,20.996,32.715,6.836
-2.93,19.531,33.203,12.207
-5.371,19.043,31.738,16.602
-2.93,14.648,31.25,16.113
2.441,15.137,30.273,20.02
8.789,18.555,26.855,22.949
7.812,17.578,26.855,19.043
7.324,18.066,31.25,22.461
13.184,20.996,29.785,26.367
18.066,23.438,27.832,21.973
18.555,23.438,27.832,15.137
20.02,27.832,27.344,17.578
20.02,26.855,31.738,21.973
12.207,20.508,30.762,19.043
8.789,21.973,28.32,16.113
9.277,24.414,29.785,12.207
8.789,20.996,28.809,11.23
4.395,19.531,28.809,7.812
-7.324,20.02,27.832,-0.488
-10.254,17.578,27.832,-1.465
-5.859,15.625,30.762,0.488
-6.348,14.648,28.809,4.395
-4.395,15.625,26.855,0.977
-8.789,16.113,31.738,-3.418
-16.113,16.113,32.227,-5.371
-15.137,17.578,27.832,-6.348
-8.301,20.02,27.344,2.93
-6.348,20.02,31.25,10.254
-9.277,20.996,32.227,5.859
-2.93,24.414,32.715,12.695
2.441,21.973,34.18,20.02
4.395,19.531,31.738,18.555
4.395,20.02,29.785,23.926
7.812,20.996,30.762,25.391
17.578,22.461,31.738,23.926
21.484,23.438,31.738,25.391
22.461,23.926,28.32,21.973
21.484,20.996,28.32,21.973
22.461,20.02,31.738,23.926
27.344,20.996,30.273,22.949
27.344,21.484,28.809,19.531
20.996,20.02,29.785,15.625
20.02,19.531,28.32,14.648
15.625,20.508,29.297,11.719
11.23,20.02,33.203,10.742
13.672,20.996,30.762,13.672
14.16,24.414,32.715,12.207
6.836,22.461,33.203,9.766
0.977,20.508,32.715,3.906
0.977,19.531,36.133,-0.977
-3.906,18.555,35.156,0.488
-2.93,20.996,32.227,5.371
-3.418,18.555,32.715,4.395
-11.719,17.09,32.715,-2.441
-10.742,18.555,33.691,2.93
-1.465,20.996,34.18,13.184
4.395,19.531,34.668,18.555
4.883,19.043,34.668,19.531
8.789,21.484,30.762,16.602
8.789,23.926,34.18,16.113
8.301,23.926,38.086,20.996
10.742,20.996,33.691,24.902
10.742,18.066,29.785,18.555
20.02,17.09,29.297,18.066
25.391,16.602,30.762,20.508
17.09,19.531,30.762,22.949
11.719,22.949,31.25,25.391
15.137,20.508,28.32,21.484
19.531,20.508,25.391,19.531
18.066,21.484,28.32,17.578
13.672,21.484,29.785,14.648
10.742,23.438,28.32,14.16
9.766,20.508,31.25,13.184
9.277,18.555,33.691,14.648
10.254,17.578,32.715,16.113
10.254,17.09,33.203,14.16
4.883,16.602,33.203,11.23
3.418,16.602,30.762,6.348
3.418,12.695,26.367,1.465
2.93,11.23,27.344,0.0
8.789,16.113,27.832,3.418
9.277,19.531,25.879,0.0
8.301,24.414,22.949,-8.789
10.742,25.391,18.555,-8.789
8.301,24.902,18.066,-2.93
6.348,23.926,19.043,0.977
3.906,21.484,19.531,1.953
2.93,20.02,23.926,8.301
5.859,19.531,23.926,12.695
5.859,20.996,20.996,10.742
2.441,20.996,23.926,16.113
6.836,22.461,22.461,19.531
10.254,22.461,22.461,19.531
9.277,21.973,24.902,15.137
11.719,21.973,22.461,11.719
11.719,20.02,23.926,16.113
13.184,19.531,24.414,14.16
12.695,19.531,27.344,13.672
12.207,20.02,26.367,15.625
14.648,22.949,24.414,9.766
8.789,23.438,24.414,3.418
5.859,24.902,20.02,3.906
7.812,23.926,19.043,10.742
6.348,23.438,19.531,11.23
2.93,22.949,18.555,0.977
1.953,20.02,21.484,-1.953
1.465,22.461,24.902,3.906
3.418,24.902,27.344,5.371
9.277,22.949,23.926,2.93
9.277,25.391,19.531,1.953
9.277,26.367,21.484,3.906
10.254,21.484,26.367,8.789
11.719,19.043,29.785,10.254
10.254,20.02,30.273,12.207
11.23,22.949,32.227,16.602
14.16,23.926,36.621,16.602
16.113,23.926,35.645,16.113
16.602,22.949,32.715,16.113
19.043,22.461,30.762,16.602
18.066,22.461,28.32,19.043
13.672,22.461,30.762,18.555
15.137,25.391,31.25,13.184
22.949,26.855,27.344,10.742
25.879,25.391,24.902,17.09
27.344,23.438,27.832,16.602
24.414,20.996,29.785,14.16
22.949,19.043,27.832,13.672
22.949,19.043,29.297,11.23
14.648,21.973,32.227,8.789
7.812,21.484,29.297,4.883
11.719,19.531,25.879,3.418
13.672,21.973,26.855,4.883
8.301,21.484,25.391,5.371
6.348,20.508,24.902,5.371
4.395,21.484,25.879,5.859
2.93,20.02,26.855,4.883
1.953,20.996,29.785,2.93
6.836,21.973,29.297,4.883
11.23,19.531,29.297,9.277
7.324,18.066,30.762,16.602
4.883,19.043,33.203,20.508
7.812,25.879,34.668,17.578
14.16,29.297,32.227,22.461
17.09,25.879,36.621,26.855
14.648,24.902,36.621,25.879
12.207,24.414,28.32,21.484
10.742,25.879,28.809,21.484
14.16,30.762,32.227,25.879
18.555,32.227,31.738,25.391
20.996,30.273,28.809,20.996
25.391,31.738,30.273,24.902
23.438,33.203,31.25,28.32
19.531,30.273,31.25,19.531
23.926,30.762,34.18,16.113
25.391,32.227,35.156,18.555
15.625,30.273,33.691,12.695
13.184,30.762,34.18,10.742
16.602,29.785,33.691,14.16
8.301,27.832,32.715,12.207
2.441,27.344,33.203,8.789
6.836,27.832,33.691,9.766
8.789,26.367,34.668,12.207
6.348,24.414,33.203,7.812
4.883,23.926,32.715,3.418
12.207,22.949,34.18,8.301
16.113,23.926,33.691,9.766
11.23,24.414,34.18,8.789
9.277,21.973,33.691,12.695
8.301,21.973,32.715,20.996
7.324,24.414,32.227,20.02
9.766,25.391,29.297,15.625
7.324,23.926,26.367,21.973
9.277,24.414,24.414,23.926
17.09,25.879,27.344,22.949
12.695,26.367,29.297,22.949
9.766,28.32,27.832,19.043
12.695,26.367,29.785,17.578
10.254,23.438,28.809,16.113
12.207,24.902,26.855,14.16
15.137,25.879,26.367,17.09
11.23,25.879,26.855,20.996
10.742,25.391,25.391,20.02
10.254,25.879,23.438,14.648
7.324,25.391,24.902,8.789
10.254,24.902,24.414,8.789
6.836,24.414,23.926,12.207
-0.488,21.973,23.926,7.812
-4.883,23.926,25.879,3.418
-5.371,26.855,29.297,1.465
-1.465,27.344,29.785,-2.441
-1.953,23.926,26.855,-4.395
-3.906,22.949,23.438,-2.93
-6.836,22.461,20.996,-4.395
-9.277,18.555,20.508,-10.254
-2.93,20.508,27.344,-6.348
0.977,23.438,30.273,2.441
0.488,25.391,26.367,5.371
-0.488,23.438,25.391,7.812
0.488,22.461,26.367,15.137
3.418,22.461,23.926,18.555
2.93,21.973,22.461,20.02
4.395,25.879,20.508,20.508
6.348,26.367,20.508,18.555
8.301,25.391,23.926,23.926
6.836,25.391,24.902,26.367
8.789,27.344,23.438,21.973
9.277,29.297,20.508,17.09
1.465,25.391,21.484,15.137
0.977,24.414,24.414,14.16
5.371,26.855,23.438,15.137
5.859,26.855,26.855,17.09
7.324,28.32,30.762,16.602
9.766,31.25,31.25,13.672
6.836,29.785,30.273,11.23
6.836,27.344,29.785,15.625
10.254,30.762,30.273,15.625
10.254,33.691,26.855,8.301
10.742,34.18,26.367,8.789
13.672,32.715,26.855,10.254
15.137,32.227,27.832,9.766
10.742,31.738,31.738,11.719
14.16,28.32,28.809,13.184
14.16,29.297,27.344,15.137
9.766,29.785,28.32,14.16
15.137,27.832,27.832,15.137
18.066,25.391,29.785,21.973
17.578,22.949,29.297,29.297
9.277,22.461,29.785,28.809
4.395,19.531,33.203,32.227
9.766,20.508,34.668,33.691
14.648,24.414,34.668,26.367
13.672,28.809,31.738,26.855
8.789,28.32,29.785,24.414
11.23,25.879,30.273,22.461
18.555,26.367,32.227,20.02
20.996,27.344,30.762,18.066
20.508,27.832,26.367,16.113
16.602,25.391,26.855,12.695
10.742,21.484,29.785,11.719
15.137,22.461,29.297,12.695
18.555,24.902,29.297,12.695
16.113,27.832,30.273,13.672
12.207,27.344,30.273,13.672
12.695,24.902,30.762,14.16
15.137,23.438,31.25,17.09
13.184,22.461,31.738,17.09
12.207,25.391,29.297,14.16
7.324,21.973,29.785,9.277
6.836,20.02,32.715,7.812
8.301,21.484,31.738,9.277
6.348,20.508,31.738,10.742
7.812,21.973,30.762,11.719
9.277,22.461,28.809,12.695
3.418,20.02,31.25,13.672
7.812,22.461,32.227,19.043
7.812,23.438,33.691,23.926
4.395,23.438,35.645,24.414
7.812,26.367,33.203,23.926
6.348,26.367,31.738,26.367
10.254,26.367,33.691,27.344
8.789,24.902,35.156,27.344
4.395,24.902,34.18,25.879
9.277,28.32,32.227,25.391
11.719,25.879,31.738,22.461
11.719,26.367,33.691,21.484
14.648,29.785,35.156,20.508
18.555,29.785,29.785,5.859
21.973,29.785,25.391,3.906
23.926,29.297,28.809,12.695
24.414,29.785,29.785,10.742
23.926,31.25,27.344,5.371
22.461,30.273,31.738,5.371
17.578,31.25,31.738,5.859
13.672,30.762,26.367,5.371
15.625,28.32,25.879,9.766
16.113,28.809,26.855,8.301
18.066,28.809,28.32,6.836
15.137,29.297,31.25,14.648
10.254,29.297,34.18,18.555
8.789,30.273,29.297,14.648
7.324,30.762,24.902,13.184
7.324,30.273,27.344,18.555
8.301,30.762,27.344,22.461
4.883,31.738,24.414,19.531
2.441,31.25,23.438,13.672
4.883,30.273,27.344,14.648
6.348,30.273,31.738,18.555
3.906,30.273,34.18,24.414
-0.977,29.297,31.25,18.555
-1.953,29.297,30.762,13.184
-1.465,31.738,34.18,12.695
0.0,30.762,32.227,10.254
-0.488,28.809,30.762,17.578
3.906,28.32,32.715,19.531
4.395,28.32,29.785,11.719
2.441,28.809,27.344,8.789
3.418,27.832,27.344,7.812
6.348,27.344,28.32,10.254
8.789,29.785,30.273,9.766
12.207,27.832,29.785,5.371
14.16,25.879,32.715,6.348
13.672,27.344,32.715,8.301
14.16,29.297,30.273,8.301
12.695,29.785,35.156,6.348
11.719,29.297,36.133,8.789
9.277,27.344,33.203,12.207
9.766,22.461,32.715,13.672
7.324,20.508,36.621,16.113
8.301,23.926,36.621,17.578
10.742,21.973,36.621,20.02
9.766,18.555,37.109,21.973
8.301,19.531,33.203,22.461
3.418,20.02,33.691,22.461
6.348,21.973,29.785,24.902
9.277,25.391,27.832,22.949
7.812,24.414,30.762,15.137
13.672,23.926,30.273,17.09
17.09,24.414,28.32,19.043
12.695,24.414,24.902,15.625
13.184,25.879,23.926,14.16
14.16,23.926,25.879,12.207
14.648,21.973,25.391,17.09
24.902,22.949,24.902,21.973
23.438,25.879,24.414,13.184
13.672,25.391,21.484,6.836
14.648,23.926,20.996,7.324
14.16,24.902,22.461,4.395
9.766,24.414,21.484,3.906
7.324,24.902,18.066,1.465
2.441,23.926,18.555,2.93
-4.395,21.484,19.043,0.0
-6.836,17.09,21.484,-2.93
-8.789,16.113,23.926,0.488
-12.695,17.578,21.484,-2.93
-10.742,15.137,20.02,-6.836
-11.23,12.695,24.414,-6.348
-14.648,13.184,25.391,-6.836
-10.742,14.16,24.414,-1.953
-8.789,12.695,23.438,3.906
-9.766,11.23,23.438,0.977
-8.789,16.602,25.391,0.488
-7.324,18.555,23.926,2.93
-8.301,14.648,24.414,3.906
-6.836,14.16,25.879,8.789
0.0,18.555,21.973,8.301
0.977,20.996,20.508,7.324
-2.93,20.02,21.484,7.324
-3.906,20.996,19.043,4.883
-0.488,22.949,21.973,5.371
4.395,22.461,24.414,7.812
5.859,21.484,23.438,10.254
9.766,22.461,23.926,7.812
7.812,22.461,24.414,8.301
2.93,20.508,24.902,10.254
2.441,20.02,24.902,2.93
1.465,22.949,23.438,0.0
0.488,23.438,25.391,4.883
0.977,21.484,27.344,7.324
3.906,20.508,27.832,9.277
7.812,22.461,25.391,10.254
5.859,21.973,29.785,12.207
2.93,21.973,35.156,9.766
-1.465,24.902,34.18,9.277
-8.301,26.367,34.668,13.184
0.488,27.344,33.691,11.719
0.0,25.391,31.25,8.789
-8.789,21.973,31.25,9.277
-12.695,18.555,32.227,12.695
-14.648,17.578,31.25,14.16
-11.719,20.996,29.297,10.254
-7.812,20.996,27.344,7.324
-8.789,17.09,26.367,4.395
-8.789,18.555,25.879,4.395
2.441,23.438,22.949,10.742
10.742,22.949,17.578,7.324
7.812,20.996,15.137,-1.465
15.625,22.461,18.066,-4.395
25.391,23.926,19.531,0.488
24.902,25.879,20.02,9.766
20.02,26.855,23.438,15.625
16.602,26.367,19.531,11.23
18.066,26.855,20.996,8.789
16.602,28.32,25.879,14.648
10.254,27.832,25.391,12.207
8.301,21.484,24.414,7.812
3.906,20.02,26.855,10.742
0.488,23.926,29.785,8.789
3.418,25.879,28.809,5.371
5.371,26.367,28.32,5.859
11.23,29.785,28.809,9.766
13.184,30.273,27.832,11.719
10.742,28.809,27.344,8.789
8.301,29.297,29.297,7.812
6.836,29.297,27.832,8.301
4.883,27.832,26.367,10.254
6.348,26.367,24.414,14.16
6.836,25.391,24.902,16.113
0.977,27.344,27.832,15.137
-0.488,27.832,30.273,10.254
2.93,28.32,32.715,5.371
2.93,30.273,28.32,3.418
1.953,30.762,24.902,3.906
5.371,30.762,29.785,8.789
6.348,31.25,30.273,5.859
6.348,32.227,29.785,2.441
8.789,32.715,26.367,1.953
3.418,30.273,25.879,1.465
-5.859,30.762,28.809,1.953
-1.953,32.715,27.832,1.465
7.812,28.32,27.832,2.441
10.742,28.32,29.297,5.371
11.23,30.762,29.785,11.23
12.695,30.273,29.297,11.23
11.719,32.227,29.297,4.883
6.836,33.203,29.785,4.395
0.488,32.227,32.227,6.348
-3.418,27.344,32.715,3.418
-6.348,22.461,34.18,1.465
-3.906,25.879,33.691,0.977
-2.441,27.832,32.715,1.953
-4.883,25.391,31.738,6.836
-5.859,23.926,28.32,5.371
-7.324,21.973,27.344,6.836
-3.906,25.391,28.32,13.184
4.883,27.832,26.855,19.043
2.441,22.949,24.414,17.578
-3.906,20.996,29.297,12.207
-1.465,27.832,31.25,9.277
1.953,32.715,29.297,9.766
4.883,28.809,29.297,9.277
0.977,23.438,29.297,8.301
0.488,26.367,26.855,8.301
3.906,30.762,27.832,5.859
6.836,29.297,29.297,6.348
4.395,27.344,28.809,7.812
4.883,26.855,27.832,10.254
8.301,27.344,22.949,11.23
13.672,28.809,26.855,15.137
14.648,27.344,32.227,15.625
13.184,26.367,29.297,14.16
16.113,27.832,29.297,20.996
14.648,31.25,26.855,23.926
11.719,34.18,25.391,16.602
12.207,33.691,24.414,15.625
19.043,33.203,22.461,19.531
17.09,34.668,24.414,17.578
11.719,36.133,25.391,17.09
11.719,35.645,26.855,15.137
6.836,35.645,26.855,6.836
0.977,36.621,24.902,6.836
-0.488,33.203,27.344,5.859
0.488,29.785,30.762,6.348
2.441,32.715,29.785,14.16
3.418,31.738,30.762,15.137
2.441,30.273,31.25,13.672
7.812,33.691,30.762,20.02
14.648,33.691,30.273,24.902
17.578,32.715,31.738,25.879
20.508,31.25,32.715,27.344
23.438,31.738,32.227,31.25
24.414,34.18,33.691,32.715
24.414,34.18,32.227,28.809
16.602,32.227,31.25,21.973
12.207,34.18,33.691,18.066
20.02,35.156,34.668,22.461
21.973,34.18,33.203,20.508
20.02,34.668,33.691,21.973
18.066,32.227,33.691,21.973
20.508,30.273,32.715,20.02
17.578,32.227,34.668,22.949
8.301,30.762,35.156,20.508
7.324,27.832,34.18,16.113
4.883,26.855,35.156,12.695
4.395,24.414,37.109,11.719
3.906,23.438,37.598,13.672
-0.977,22.949,40.039,17.09
-5.371,20.508,43.457,13.184
-0.977,24.414,43.457,10.742
-2.93,23.926,38.574,9.277
-8.301,23.438,41.992,6.348
0.0,27.832,47.363,10.742
5.371,28.32,46.387,12.695
5.371,26.855,41.504,10.742
8.789,28.809,38.574,14.648
8.301,30.762,39.551,18.555
8.789,28.809,38.086,21.973
12.695,26.855,40.527,26.367
9.766,28.809,40.527,24.902
6.836,29.297,37.109,23.438
5.859,27.344,37.598,22.461
3.906,24.414,37.598,18.066
10.254,27.832,39.062,18.066
13.672,30.762,36.133,22.949
5.371,27.344,31.25,16.113
4.883,28.32,30.273,9.277
10.742,27.344,29.785,9.277
9.766,24.902,31.738,9.277
1.953,25.879,31.25,10.742
4.395,24.902,28.32,13.672
2.441,24.414,32.227,8.301
0.0,22.949,36.133,8.301
6.348,20.02,32.715,14.16
-0.488,19.531,32.227,12.207
-3.906,19.531,32.715,12.695
-3.906,22.461,33.691,14.16
-13.184,23.926,33.691,6.836
-10.742,26.367,35.645,-1.465
-9.766,25.879,34.668,-5.371
-15.137,25.391,27.344,-8.789
-18.066,23.926,24.414,-10.742
-19.531,22.949,28.32,-6.836
-13.184,24.902,28.32,0.0
-10.742,25.879,25.391,0.977
-9.277,28.809,24.414,5.859
-6.836,29.297,26.367,7.324
-5.859,25.879,29.785,7.324
-3.906,24.902,26.855,9.766
0.0,28.32,26.855,7.324
2.93,28.809,27.344,8.789
2.441,26.367,26.855,13.184
5.371,27.344,27.832,17.09
8.789,27.832,23.926,18.555
12.207,26.855,25.391,13.184
14.648,28.809,25.879,7.324
6.348,29.297,23.438,9.766
0.0,29.785,25.391,12.695
5.371,30.762,23.926,8.789
5.859,30.273,21.484,5.371
11.23,31.25,19.531,6.348
5.371,31.25,19.043,1.953
2.441,28.809,22.949,-1.953
-0.488,26.855,24.902,9.277
-6.836,25.879,21.973,6.836
-3.906,27.832,17.09,5.371
-3.906,24.902,16.113,6.836
-9.277,26.367,17.578,6.836
-4.395,25.879,17.09,6.836
-1.953,19.531,17.578,10.742
-17.09,19.531,15.625,15.625
-12.207,24.902,12.207,2.441
-3.418,26.367,12.207,-3.418
1.953,25.879,11.719,15.625
11.719,29.297,12.695,41.016
12.695,28.809,12.207,42.48
1.953,27.344,7.324,19.043
-5.371,25.879,6.836,35.156
1.953,27.832,10.742,42.969
7.324,31.25,10.254,3.418
-3.418,29.297,14.16,-16.113
0.488,30.273,20.996,-12.207
4.395,33.203,29.297,12.695
9.277,33.203,41.992,7.324
10.254,33.203,52.246,-13.672
-0.977,35.156,68.359,-14.648
2.93,38.574,83.008,-32.715
7.324,39.551,92.773,-26.367
-19.531,37.109,105.469,-21.973
-48.828,36.133,114.746,-34.18
-68.848,39.062,120.117,-45.898
-95.215,33.691,122.07,-50.293
-128.418,27.344,128.418,-61.523
-156.25,24.414,137.695,-79.59
-166.504,22.461,142.09,-82.031
-192.871,18.066,145.996,-86.914
-224.609,11.23,146.484,-90.82
-252.441,6.348,144.531,-93.75
-274.414,2.441,144.043,-103.027
-280.273,-0.977,136.23,-110.84
-281.738,-3.906,134.766,-116.699
-288.086,-7.324,131.836,-121.094
-300.781,-16.113,121.582,-125.977
-314.453,-24.414,122.559,-132.324
-321.777,-28.809,121.094,-134.277
-319.336,-31.25,113.77,-136.719
-314.941,-35.156,105.957,-145.996
-321.289,-46.387,99.609,-154.297
-324.219,-51.27,100.098,-151.367
-323.73,-51.758,96.191,-148.438
-317.871,-49.316,93.262,-145.508
-312.012,-50.293,86.914,-144.043
-312.988,-54.688,82.031,-146.484
-308.105,-55.664,88.867,-139.16
-294.922,-54.199,84.961,-131.836
-278.32,-50.293,73.242,-133.301
-264.648,-47.852,69.336,-132.812
-253.418,-43.945,69.336,-125.0
-240.723,-45.41,70.312,-117.676
-234.375,-50.781,71.777,-112.793
-222.656,-46.875,73.73,-105.469
-205.566,-38.086,73.242,-101.562
-194.824,-37.598,68.359,-89.355
-177.246,-39.062,67.871,-76.66
-156.738,-34.668,73.242,-71.289
-143.066,-30.273,74.707,-64.453
-125.977,-25.879,79.102,-55.176
-112.305,-24.414,83.984,-47.852
-103.516,-22.949,88.379,-40.527
-93.262,-19.531,91.309,-30.273
-83.008,-20.02,86.914,-22.949
-73.242,-21.484,85.938,-19.043
-63.965,-17.578,86.426,-17.578
-54.199,-14.16,83.496,-16.113
-44.434,-12.207,84.961,-11.23
-37.109,-7.324,84.473,-8.789
-31.25,-1.953,81.055,-3.418
-18.555,3.418,82.031,3.418
-8.789,10.254,82.52,4.883
-1.953,13.672,79.59,4.883
4.883,10.254,76.172,7.812
7.812,9.766,75.684,15.625
15.137,15.137,75.195,22.461
21.484,19.043,74.707,22.461
20.508,18.066,72.754,24.414
21.973,17.09,68.848,26.855
27.344,17.09,69.824,28.809
26.367,18.066,70.312,27.344
26.855,20.02,68.359,25.391
38.086,23.926,65.43,30.762
48.34,25.879,64.453,34.18
47.852,25.391,67.871,34.18
47.363,25.879,64.941,37.109
54.688,27.832,60.059,42.48
60.547,27.832,58.105,42.48
74.707,28.32,56.152,47.363
76.66,28.32,52.734,50.293
75.195,30.762,48.34,48.34
83.008,31.25,45.41,51.758
87.402,33.203,49.316,48.828
95.703,35.645,48.34,44.434
98.633,32.715,41.016,42.969
100.098,33.691,37.598,43.945
99.121,36.133,38.086,41.016
96.68,35.645,38.574,41.016
102.539,35.645,40.527,45.41
102.051,35.645,40.527,39.551
96.191,33.691,38.086,32.715
92.773,29.785,35.156,30.273
86.914,27.832,34.18,28.32
89.844,30.762,32.715,29.297
93.262,30.273,31.25,31.25
88.867,27.344,32.715,25.391
94.727,25.391,31.25,26.367
96.68,31.25,33.691,35.156
99.121,34.668,41.992,38.574
92.773,27.344,40.527,30.273
76.172,25.391,29.297,16.113
73.73,32.715,26.855,15.625
67.871,27.344,31.25,15.625
61.035,21.484,35.645,8.301
53.711,24.414,29.297,-0.488
38.086,23.926,20.02,-12.695
34.18,33.691,24.902,-12.207
29.785,35.645,24.414,-8.301
27.344,38.086,20.02,-15.625
24.902,47.852,23.438,-24.902
18.066,40.527,24.902,-34.668
19.043,41.992,21.973,-33.691
9.766,51.27,17.09,-45.41
1.465,52.246,19.531,-56.641
0.0,64.941,20.996,-56.152
-11.719,62.5,17.578,-66.406
-18.066,51.758,15.625,-75.195
-20.02,64.941,18.555,-74.707
-24.414,67.383,17.578,-75.195
-33.203,61.035,12.207,-81.543
-29.785,62.988,10.742,-76.66
-26.855,64.941,8.301,-75.684
