TP9,AF7,AF8,TP10
16.113,18.555,-9.766,-77.637
27.832,19.043,-0.488,-71.289
33.203,16.602,7.324,-66.406
28.32,16.113,6.348,-69.824
19.531,12.207,0.0,-73.73
11.719,10.254,-6.348,-74.219
19.043,11.719,-12.695,-76.66
27.344,8.789,-8.789,-72.754
20.02,7.324,-1.465,-65.918
12.695,8.301,-3.906,-72.754
11.23,12.207,-7.324,-76.172
20.02,9.277,-16.113,-76.66
30.273,11.23,-15.137,-70.312
24.902,15.137,-2.93,-60.547
18.066,8.789,-6.836,-64.941
14.648,8.789,-12.695,-70.801
19.043,2.93,-10.254,-68.359
35.645,-1.465,-2.441,-58.594
29.297,-0.488,1.953,-51.758
8.789,-4.883,-6.348,-56.641
12.207,-1.953,-10.742,-62.012
28.809,-3.418,-8.789,-57.129
28.32,-9.277,0.488,-59.57
20.996,-10.254,11.719,-58.594
16.113,-8.301,14.16,-59.082
8.789,-0.977,14.648,-62.988
11.23,1.465,7.812,-62.012
26.855,3.418,14.16,-61.035
32.715,3.418,20.508,-58.105
21.973,4.395,10.254,-57.129
11.719,6.836,10.254,-54.688
19.531,9.766,11.23,-59.082
33.691,14.16,15.137,-56.152
35.156,12.695,21.484,-48.828
25.879,9.277,20.996,-53.711
14.16,11.719,14.16,-61.035
11.719,11.719,6.836,-60.059
28.32,7.812,6.348,-54.688
35.645,10.742,18.555,-51.27
23.926,15.137,15.137,-50.293
16.602,13.184,-0.488,-60.059
14.648,8.301,-1.953,-63.477
28.32,9.277,-5.371,-55.176
37.109,12.695,6.348,-51.27
21.484,13.672,20.02,-48.34
9.766,16.113,11.719,-49.805
14.16,20.02,11.23,-55.664
27.832,20.02,14.648,-50.293
36.621,19.531,18.555,-45.41
29.785,19.043,21.484,-44.434
21.484,15.625,20.02,-48.34
13.672,11.23,18.066,-60.547
21.484,11.23,13.672,-59.082
31.25,12.695,17.09,-45.41
19.043,15.137,19.043,-43.457
13.672,16.113,9.277,-54.199
8.789,14.16,5.371,-55.664
13.184,13.184,-3.418,-55.664
25.879,16.113,5.371,-55.664
20.508,17.09,20.02,-52.246
14.16,17.09,8.301,-53.223
8.789,18.066,1.953,-55.176
12.207,11.719,0.0,-60.059
26.855,12.695,10.742,-61.035
17.578,13.184,21.973,-58.105
2.441,9.277,16.602,-56.641
-0.977,9.766,13.672,-53.711
3.906,6.836,13.184,-57.617
18.555,6.836,3.906,-55.176
11.719,6.836,8.789,-43.457
-1.953,6.836,20.02,-40.527
-2.441,9.766,18.066,-49.805
8.301,13.672,10.254,-51.27
24.902,16.602,16.602,-45.898
26.367,14.16,26.855,-40.039
15.137,8.789,22.949,-33.691
7.324,5.371,12.207,-32.715
10.742,7.812,7.324,-29.297
26.367,15.625,10.742,-35.645
28.809,19.043,25.391,-39.551
19.531,14.648,28.32,-26.855
19.043,12.695,16.113,-28.32
22.949,11.23,10.254,-40.039
35.156,6.348,6.836,-35.156
40.039,8.789,9.766,-20.508
27.832,11.719,6.836,-16.602
15.137,11.23,-0.977,-25.391
17.09,12.695,-8.301,-31.738
31.738,12.695,-3.418,-27.832
40.527,10.254,9.766,-21.484
31.738,10.742,7.324,-20.996
19.043,9.277,0.977,-27.832
16.602,10.254,-3.906,-36.133
30.273,13.184,-4.883,-31.25
36.621,9.766,6.348,-30.762
24.414,6.836,8.789,-30.762
14.16,3.418,-4.395,-29.785
8.789,2.93,-7.324,-40.527
14.16,-0.977,-8.301,-45.898
31.25,0.0,0.0,-44.434
25.879,7.324,14.648,-38.574
7.812,4.883,5.371,-40.527
4.883,6.348,-3.906,-38.086
16.602,7.324,-5.371,-38.086
26.855,5.859,1.465,-42.48
21.973,7.324,11.719,-30.762
14.16,5.859,6.836,-26.367
10.254,6.348,3.418,-37.598
16.602,2.441,4.395,-38.086
24.902,-4.395,6.348,-30.273
19.531,-2.93,8.789,-22.949
13.672,2.441,6.836,-20.02
8.301,4.883,-0.977,-24.902
8.789,3.906,-6.348,-27.832
28.32,6.348,1.953,-25.879
35.156,12.207,20.02,-20.996
20.508,11.719,14.16,-19.531
10.254,6.348,-5.859,-28.809
9.766,3.418,-6.836,-39.062
24.902,3.418,3.906,-36.133
26.367,9.277,16.602,-32.227
9.277,8.301,18.066,-33.691
1.953,7.812,7.812,-34.668
0.977,9.766,2.93,-46.875
14.648,4.395,1.953,-42.48
19.531,1.953,6.348,-33.691
9.277,2.93,13.184,-39.062
2.441,5.859,10.254,-36.133
0.977,11.23,10.742,-41.992
17.578,13.184,28.32,-45.41
25.879,16.113,59.57,-33.203
13.184,17.578,78.125,-30.273
4.395,13.672,78.613,-28.32
6.348,13.672,80.566,-30.273
18.555,13.184,83.984,-29.297
31.738,10.254,95.703,-19.531
22.949,9.766,95.215,-17.578
11.23,6.348,85.938,-17.09
8.789,2.93,89.844,-19.043
23.926,5.371,94.238,-20.508
40.527,10.742,104.98,-7.324
30.273,10.254,104.492,-2.441
17.578,8.789,79.59,-10.254
11.23,11.719,69.336,-23.926
19.043,13.184,67.871,-22.949
34.668,13.184,69.824,-18.066
36.621,16.113,76.66,-20.996
29.297,16.113,62.5,-14.16
20.508,12.695,50.293,-18.555
23.438,12.695,41.016,-29.785
38.086,19.043,46.875,-27.832
31.738,21.973,62.5,-23.926
15.137,19.043,57.129,-21.973
13.672,18.066,53.223,-27.832
16.113,17.09,49.805,-32.715
23.926,16.602,57.129,-22.461
24.414,15.625,71.289,-10.742
17.09,9.766,59.082,-10.254
8.301,9.277,52.246,-16.113
5.371,10.742,48.828,-22.461
19.531,9.766,45.41,-21.484
27.344,10.742,59.57,-10.254
21.973,10.742,61.523,-7.324
15.137,7.812,47.852,-10.742
14.648,2.93,41.992,-15.137
27.832,4.395,39.551,-14.648
28.32,7.324,42.48,-5.859
10.742,7.812,46.387,2.93
1.953,11.719,40.039,2.441
5.859,15.625,31.738,3.418
21.484,15.625,35.645,4.883
27.832,13.184,43.945,15.625
18.066,10.254,38.086,10.742
13.184,9.277,29.785,4.883
17.09,9.766,24.414,10.254
25.391,8.789,27.832,7.812
32.227,10.254,41.992,16.113
22.461,10.742,37.109,17.09
7.812,12.695,23.438,10.742
1.465,15.625,20.508,0.977
12.207,15.137,18.555,-0.977
22.461,13.672,30.273,7.324
15.625,12.695,30.273,5.859
11.23,13.184,15.137,1.465
0.488,8.789,13.184,2.441
0.0,7.324,9.766,2.441
16.602,9.277,13.672,0.0
12.695,11.719,29.297,11.23
3.418,8.789,33.691,15.625
0.488,5.371,23.438,6.348
12.695,4.883,10.742,8.789
31.25,2.93,19.531,11.719
23.926,1.465,28.809,14.16
7.812,-0.977,20.02,14.648
0.488,-0.977,15.625,11.23
3.418,-1.953,10.254,10.742
24.902,3.418,12.207,15.137
38.086,5.859,19.043,20.996
26.367,4.883,21.484,11.719
15.137,7.812,16.113,-1.465
21.484,10.742,8.789,-4.395
37.598,10.742,9.766,-6.836
29.785,9.277,15.137,-11.23
14.648,11.23,12.695,-7.812
8.789,12.207,14.648,3.418
6.836,7.812,8.301,-7.812
16.113,6.348,1.465,-17.09
16.602,7.324,12.207,-0.977
12.207,8.789,22.461,1.465
7.324,9.277,9.277,0.488
3.418,8.301,0.977,-3.906
23.438,7.812,5.859,-3.906
32.227,8.301,11.719,4.395
21.973,12.695,12.207,8.301
14.16,15.137,6.836,2.93
9.277,12.695,2.93,-6.348
23.926,11.719,2.93,-0.977
38.086,16.602,20.508,9.766
25.391,19.043,26.367,13.184
10.742,15.625,12.695,6.348
10.742,14.648,3.906,-1.465
22.949,12.695,-5.859,0.0
31.738,11.719,4.395,-0.488
22.949,10.254,17.578,-3.906
11.23,6.348,16.602,-5.859
4.883,7.812,10.742,-13.672
15.137,10.254,0.977,-19.531
28.32,9.766,9.766,-9.277
17.09,9.277,14.16,-4.883
9.277,9.277,6.836,-7.324
6.348,13.184,2.441,-11.719
9.277,15.625,0.977,-18.555
24.902,17.09,11.719,-13.184
20.996,12.207,16.113,-3.418
7.324,7.812,18.555,-3.906
1.953,13.184,15.137,-15.625
11.23,10.742,1.953,-17.09
24.414,6.348,3.906,-14.648
20.02,9.766,10.742,-12.695
14.648,7.812,10.254,-3.418
11.719,8.789,13.184,-8.301
10.254,12.695,6.836,-23.926
26.855,13.672,10.742,-25.879
33.203,16.602,27.344,-22.949
18.555,14.648,20.996,-15.625
13.672,11.719,10.254,-13.672
20.508,13.184,8.789,-18.555
33.691,14.648,11.23,-16.602
36.133,16.113,28.32,-8.301
21.973,12.695,27.832,-14.16
15.137,7.324,13.672,-24.902
21.484,6.836,23.438,-26.367
33.691,11.23,32.227,-20.996
41.992,18.555,34.18,-13.184
33.691,20.508,29.297,-16.602
19.043,16.113,22.461,-17.578
16.113,13.672,15.137,-23.438
30.762,12.695,10.254,-28.32
36.133,9.766,21.973,-23.926
22.461,5.859,23.926,-20.996
16.602,8.789,5.859,-24.902
14.16,11.23,-2.93,-32.715
20.996,8.301,-3.418,-41.016
34.18,9.277,6.836,-33.691
27.344,10.254,5.859,-25.391
8.789,8.789,-1.465,-39.062
2.441,10.254,0.977,-47.363
17.578,10.254,3.418,-47.852
32.227,15.137,19.043,-40.527
22.949,20.996,17.578,-35.156
7.812,22.461,9.766,-41.504
2.93,24.414,16.602,-50.293
13.672,21.484,11.719,-50.781
30.762,19.531,13.672,-41.504
25.391,18.066,17.578,-34.668
18.066,12.695,12.695,-33.691
12.207,14.16,4.883,-40.527
14.16,11.719,-0.977,-41.992
28.809,8.301,3.906,-35.645
22.949,15.625,17.09,-35.645
15.625,18.066,15.137,-36.621
19.043,16.113,8.789,-37.598
30.273,18.555,5.859,-38.086
40.039,21.484,15.137,-41.992
32.715,20.508,25.879,-42.48
25.391,20.508,20.996,-39.551
18.555,20.996,16.113,-41.504
19.043,20.508,7.324,-47.363
33.691,22.461,7.324,-49.805
34.668,21.973,20.02,-39.062
24.414,20.02,20.02,-36.621
18.066,19.043,5.371,-40.039
17.09,17.578,-1.465,-41.504
26.855,15.625,-0.977,-47.363
30.273,15.625,8.789,-40.039
18.555,14.16,9.277,-29.785
14.16,13.184,-3.418,-34.18
20.02,16.602,-3.906,-45.898
34.18,15.625,-7.324,-41.504
41.504,9.766,1.953,-31.738
32.227,6.348,7.812,-32.715
30.762,7.324,-3.418,-37.109
23.438,6.836,-9.766,-39.551
23.926,7.324,-7.324,-37.109
33.691,5.859,0.0,-31.25
25.879,3.418,-4.395,-34.18
15.625,9.277,-0.488,-39.551
8.301,10.742,5.859,-41.016
15.137,9.277,0.977,-48.828
25.879,13.184,11.719,-49.316
19.043,13.672,11.719,-41.016
13.672,11.719,2.441,-43.457
15.137,12.695,-2.441,-50.293
27.832,12.695,-5.859,-53.223
40.527,8.301,4.883,-44.922
32.227,8.789,9.766,-39.551
21.973,6.348,0.977,-42.48
12.695,4.883,-11.23,-47.852
14.648,9.277,-8.301,-52.734
31.25,9.766,2.441,-49.316
24.414,10.254,16.113,-44.922
8.301,5.859,21.973,-44.922
5.371,-2.441,15.625,-44.922
14.16,0.488,10.742,-47.363
32.227,6.348,19.531,-45.41
30.762,4.883,30.273,-35.645
17.09,5.371,24.902,-30.762
12.207,9.766,21.484,-39.062
14.648,7.812,17.578,-41.992
24.414,4.395,15.137,-36.621
24.414,5.859,26.855,-29.785
13.672,8.789,24.414,-31.738
6.836,11.23,18.066,-42.969
11.719,12.695,16.602,-49.316
27.832,14.648,17.09,-45.41
29.297,15.137,34.18,-36.621
15.137,14.16,32.227,-38.086
12.207,16.113,23.438,-44.434
14.648,16.602,28.809,-49.805
32.227,19.043,27.344,-50.293
39.551,20.996,33.691,-43.457
23.438,17.09,43.457,-33.691
16.602,18.066,41.016,-34.668
20.508,19.531,46.387,-40.039
31.738,10.742,41.504,-42.48
43.457,10.742,43.945,-42.48
32.715,10.254,55.176,-42.48
16.602,4.883,42.969,-47.363
13.184,7.324,34.668,-49.805
25.391,10.742,34.668,-48.34
37.109,8.789,43.945,-39.551
32.227,12.207,41.992,-31.738
20.02,15.137,35.156,-38.574
7.812,15.625,32.715,-42.969
19.531,16.602,18.066,-41.992
38.574,19.043,24.902,-41.016
39.551,23.438,44.922,-34.668
26.855,23.926,31.738,-32.227
18.555,19.531,15.137,-39.062
28.32,16.602,11.23,-41.992
41.016,15.137,20.508,-39.551
41.016,14.16,24.414,-36.133
28.32,15.625,14.648,-43.457
15.137,12.695,15.625,-54.688
17.578,8.789,16.113,-53.223
33.691,11.719,17.578,-46.875
29.785,14.16,24.902,-45.898
17.578,13.672,28.809,-39.551
12.207,13.672,27.344,-44.434
12.695,9.766,19.043,-56.152
29.297,8.789,8.789,-56.152
30.762,14.16,22.461,-48.34
16.113,15.137,27.832,-47.852
14.648,14.16,25.879,-54.688
18.555,14.16,26.367,-49.805
27.832,15.625,26.367,-48.34
24.902,18.066,28.809,-47.852
10.742,15.137,22.949,-43.945
6.836,12.207,18.555,-45.41
14.648,14.648,22.461,-47.363
31.738,15.137,22.949,-43.457
36.621,16.602,33.691,-39.062
29.297,16.602,39.551,-39.551
15.625,14.648,25.391,-50.781
6.836,18.066,14.648,-55.664
22.461,19.531,20.996,-55.176
29.785,17.578,34.18,-51.27
19.043,17.09,27.344,-44.922
12.695,18.066,17.578,-46.387
5.859,15.625,5.859,-49.805
18.555,18.555,1.953,-48.34
32.227,21.484,20.996,-38.574
20.996,19.043,27.832,-34.18
17.09,17.09,20.02,-40.527
13.672,17.578,10.254,-43.457
17.578,15.137,1.465,-46.875
32.715,16.602,7.324,-37.109
31.25,18.555,10.742,-27.832
18.555,15.625,1.465,-29.785
14.648,15.137,-0.488,-34.668
25.391,16.602,-0.488,-36.133
41.504,18.066,2.441,-31.738
33.691,16.602,15.137,-25.391
16.602,14.648,17.09,-25.879
12.695,13.672,11.719,-34.668
17.578,10.254,1.953,-41.016
28.32,11.23,5.859,-41.992
35.645,17.578,22.949,-43.457
29.785,20.508,20.508,-43.945
21.973,19.531,9.766,-43.457
22.461,19.043,11.23,-44.434
32.715,20.02,13.672,-45.898
39.062,21.973,20.508,-37.109
26.855,20.508,13.184,-36.621
13.672,20.996,0.0,-50.293
14.648,20.996,0.488,-52.734
32.227,16.113,3.906,-48.828
37.598,16.602,14.648,-41.016
28.32,18.555,18.066,-35.645
19.531,14.16,3.906,-38.574
16.113,12.207,-6.836,-38.574
31.738,17.09,-1.465,-37.598
39.551,20.02,9.766,-32.227
28.809,20.996,3.906,-31.738
17.578,19.043,-4.395,-36.621
13.184,13.184,-2.93,-39.062
27.832,11.23,0.977,-34.668
35.156,13.184,10.254,-33.203
22.461,9.766,13.184,-33.203
15.137,9.766,8.789,-35.156
14.648,15.625,0.0,-46.387
28.32,15.137,-5.859,-51.27
42.969,16.113,7.324,-41.016
34.668,16.113,27.344,-38.574
26.855,10.254,23.926,-39.551
20.02,8.301,16.602,-39.551
24.414,7.812,11.23,-39.062
38.086,7.324,12.695,-33.691
30.273,10.742,15.137,-33.691
20.02,10.742,13.184,-35.156
18.555,9.766,17.09,-45.41
26.367,12.695,7.324,-48.828
33.691,15.137,11.719,-42.969
29.785,15.137,31.738,-40.527
20.02,9.277,24.414,-43.457
15.625,6.348,8.789,-51.27
23.926,11.719,5.859,-55.664
34.668,16.113,18.066,-52.246
31.738,16.113,21.973,-44.434
20.508,16.113,11.719,-46.875
10.742,14.648,9.277,-57.617
12.207,11.23,3.906,-62.988
25.391,7.324,7.812,-58.594
27.344,7.324,19.531,-49.316
16.113,10.254,16.113,-57.129
9.766,9.766,14.648,-68.848
19.043,7.324,10.254,-65.918
32.715,9.277,15.625,-62.988
28.32,13.672,25.391,-54.688
20.996,15.625,18.555,-56.152
20.02,15.625,7.812,-66.895
18.555,16.602,0.977,-66.406
29.297,15.137,3.418,-62.012
35.156,17.09,13.184,-60.547
24.902,21.484,20.508,-54.199
21.484,17.578,20.508,-52.246
22.461,15.625,10.254,-60.059
29.785,14.648,6.836,-61.035
35.156,13.672,20.02,-49.316
30.762,13.672,14.648,-48.34
22.949,10.742,-0.488,-52.246
18.066,10.254,-6.348,-57.617
32.715,14.648,-2.93,-52.734
40.527,16.113,1.953,-44.434
27.344,15.137,11.719,-48.34
22.949,15.137,14.16,-52.246
17.09,14.648,9.766,-59.57
15.625,17.09,4.395,-64.941
28.32,18.066,12.695,-61.523
23.926,16.602,28.32,-57.129
14.16,21.484,17.09,-56.641
12.207,20.508,5.371,-61.035
20.996,18.555,0.488,-59.57
35.156,21.973,3.906,-51.27
29.785,18.066,4.395,-50.781
17.578,17.09,-6.836,-48.828
10.254,17.578,-13.184,-55.176
17.09,15.625,-8.301,-61.523
32.227,15.137,0.977,-53.711
25.391,16.602,12.695,-48.34
11.23,16.113,3.906,-51.27
5.859,15.625,0.0,-53.711
12.695,14.16,-3.906,-50.781
27.832,13.184,-3.906,-56.641
34.668,15.625,7.812,-59.082
27.832,17.09,7.812,-54.199
20.02,15.625,-3.906,-59.082
20.508,16.602,-14.648,-62.5
32.227,16.602,-3.906,-64.453
41.016,18.555,14.16,-63.477
32.227,18.555,16.113,-60.547
20.996,14.648,8.789,-57.129
25.879,12.695,-1.465,-58.105
43.457,13.672,3.906,-58.594
44.434,16.113,20.508,-56.641
30.762,14.16,18.555,-57.129
23.438,14.648,8.789,-61.035
20.996,17.578,6.348,-59.57
31.738,17.09,4.883,-55.664
42.48,21.484,6.348,-52.246
27.832,18.555,13.672,-45.41
11.23,15.625,10.742,-50.781
10.254,18.555,4.883,-54.688
23.438,15.137,0.488,-50.781
31.25,14.648,10.254,-43.945
20.02,16.113,7.812,-39.551
14.648,11.23,-7.812,-47.363
14.16,10.254,-12.695,-55.664
27.832,9.766,-13.672,-51.758
41.016,10.254,-6.836,-48.34
29.297,13.184,7.812,-44.434
20.02,11.719,4.883,-46.875
13.184,12.207,-6.348,-56.152
14.648,7.812,-3.906,-56.641
32.227,8.789,6.836,-56.152
27.344,13.672,16.602,-53.711
16.113,10.254,17.09,-56.152
12.695,7.324,8.301,-62.012
19.531,5.371,4.395,-67.871
34.18,5.371,16.602,-65.918
29.785,11.719,17.578,-59.57
21.484,9.766,10.742,-60.547
19.531,1.953,7.812,-60.547
27.344,5.859,-1.465,-58.594
41.992,10.742,12.695,-58.105
43.457,9.277,29.785,-48.828
25.391,7.324,26.367,-44.922
13.184,6.348,18.555,-54.199
22.461,7.812,13.184,-58.594
35.645,11.719,16.113,-57.617
35.645,16.602,14.648,-48.828
25.879,19.531,13.672,-52.734
17.09,23.438,7.812,-65.43
22.949,26.855,0.0,-62.012
38.086,26.367,4.883,-58.594
33.203,20.996,10.742,-55.176
17.09,15.137,8.789,-52.734
9.766,14.16,1.465,-59.082
12.207,15.137,-1.953,-66.406
24.902,15.625,-0.488,-67.383
33.203,14.648,17.09,-57.617
22.461,15.137,16.602,-52.734
13.672,15.625,3.906,-60.059
13.184,12.695,5.859,-71.289
22.949,11.23,9.766,-69.824
29.785,11.23,16.113,-58.594
20.508,12.207,11.719,-61.035
10.254,10.254,6.348,-64.453
4.395,10.742,7.324,-65.918
14.648,15.137,0.488,-74.219
23.926,14.648,5.371,-69.824
12.207,11.23,16.113,-65.918
-0.488,6.348,7.324,-66.895
-6.836,2.93,-1.953,-65.918
8.301,3.906,6.348,-67.383
30.762,9.277,18.066,-60.059
23.926,14.648,16.602,-57.617
9.766,13.184,11.23,-62.012
12.207,10.742,2.441,-66.895
14.648,10.742,-5.371,-65.43
23.438,11.719,1.465,-62.5
24.902,11.23,11.23,-62.988
11.23,12.207,5.859,-67.383
6.836,13.672,0.977,-77.148
17.578,14.16,3.906,-75.684
25.391,15.625,12.207,-66.406
18.066,16.113,16.113,-61.523
15.625,17.09,10.742,-64.941
13.184,20.02,6.348,-71.777
13.184,17.578,3.418,-75.684
23.438,14.16,5.371,-72.266
24.414,14.648,7.324,-65.43
14.16,13.184,6.836,-67.383
10.742,9.766,12.207,-70.312
12.207,10.254,17.578,-68.359
24.902,10.742,14.648,-61.523
38.086,14.16,22.949,-56.641
30.762,15.137,20.02,-58.594
20.996,11.23,7.324,-61.523
25.391,13.184,1.465,-65.918
39.551,15.137,9.766,-59.57
39.062,12.207,18.555,-51.27
21.484,10.254,8.301,-51.27
16.602,14.16,4.395,-55.176
14.16,17.578,11.23,-55.176
22.461,13.184,3.906,-59.082
33.691,13.184,10.254,-58.105
25.391,16.602,20.508,-43.945
14.16,15.625,7.324,-49.316
10.742,17.09,2.93,-61.035
22.949,19.531,7.324,-54.688
35.156,15.137,12.207,-51.758
23.438,10.254,9.277,-50.781
8.301,8.789,-0.488,-53.711
-0.977,9.766,-8.789,-63.965
12.207,12.695,-19.043,-62.5
28.32,15.137,-10.254,-54.688
19.531,15.137,0.488,-47.852
13.672,12.695,-5.859,-46.387
10.254,10.254,-6.348,-52.246
15.625,6.836,-8.301,-51.27
29.297,10.742,-2.93,-49.316
18.555,20.02,8.789,-45.898
7.812,18.555,-0.488,-45.898
7.812,15.625,-6.348,-50.781
16.113,13.184,-4.395,-55.176
28.32,9.766,5.859,-48.828
26.855,8.789,9.766,-40.527
14.648,10.742,10.742,-43.457
10.254,11.23,12.695,-47.363
18.066,13.184,3.906,-52.246
32.227,14.16,-2.441,-55.176
33.691,14.16,9.277,-49.316
20.996,18.066,4.883,-44.434
13.184,16.602,-3.418,-44.434
17.578,16.113,-2.93,-45.898
27.344,15.137,-1.465,-50.293
30.273,11.23,2.93,-44.922
24.414,11.719,-2.441,-41.992
9.277,15.137,-8.301,-47.363
6.836,13.672,-7.324,-49.316
26.367,14.16,0.488,-45.41
27.344,16.113,14.648,-41.992
16.602,12.695,9.277,-41.992
16.602,11.23,4.883,-44.922
14.16,11.719,8.301,-51.758
24.414,11.23,5.859,-50.781
32.227,10.742,11.719,-45.41
21.973,9.766,8.789,-42.969
18.555,11.719,2.93,-41.992
17.578,13.184,0.977,-52.246
24.902,11.719,-4.883,-51.758
37.109,14.648,3.418,-36.621
30.273,11.23,13.672,-35.156
25.391,7.324,1.953,-40.527
20.508,10.254,-7.324,-45.898
22.949,11.23,-8.789,-50.293
37.598,14.648,4.883,-45.41
28.809,19.043,15.137,-40.527
18.066,17.578,8.301,-42.969
12.695,16.113,3.906,-48.828
20.02,14.648,4.883,-54.199
37.109,9.766,12.207,-38.574
33.203,9.277,5.859,-33.203
25.391,12.695,0.488,-46.387
20.02,16.113,-4.395,-50.781
23.438,17.09,-8.789,-52.734
33.691,15.625,1.953,-48.34
29.297,16.113,12.207,-36.621
24.902,18.555,11.23,-36.621
24.902,20.508,5.859,-50.293
31.25,22.461,2.441,-52.246
37.598,23.438,13.184,-48.34
32.227,21.484,22.949,-46.387
21.973,18.066,13.184,-45.898
18.066,14.16,4.395,-54.199
22.949,9.766,2.93,-59.57
37.109,12.207,12.207,-53.223
41.504,13.672,30.273,-48.828
