TP9,AF7,AF8,TP10
62.012,41.504,39.062,31.25
43.457,42.969,33.691,24.902
26.855,40.527,24.902,17.09
13.184,35.156,27.344,12.695
43.457,32.715,28.809,18.066
61.523,31.25,23.926,20.996
46.875,35.156,26.855,18.066
24.902,34.18,24.902,16.113
12.207,30.273,20.508,14.16
36.621,30.273,22.461,13.184
53.223,30.762,30.762,14.16
41.504,35.156,34.18,6.348
23.926,35.156,24.902,1.953
7.324,37.109,19.043,3.906
30.762,47.852,23.926,5.859
54.688,54.199,29.785,12.207
39.062,53.711,29.785,11.719
16.602,49.805,21.484,0.0
-2.441,47.852,16.602,-7.324
17.578,46.875,26.367,0.488
42.48,44.922,32.227,6.348
30.762,41.504,28.32,5.371
12.207,40.527,28.32,2.93
-3.906,42.48,31.738,-2.441
18.555,43.945,32.227,0.0
45.898,43.945,28.809,4.395
35.645,43.945,26.367,3.418
28.32,42.969,27.832,8.301
8.789,41.992,31.738,7.812
7.324,42.969,35.156,0.977
41.504,39.551,39.551,3.906
45.41,41.016,47.852,10.254
33.691,45.41,44.434,13.672
13.184,46.387,42.48,12.207
15.137,49.316,44.922,5.371
47.363,45.898,42.48,3.418
45.898,41.016,44.434,7.324
32.227,42.48,43.945,12.207
15.625,39.551,39.062,10.742
15.137,39.062,37.109,6.348
51.27,40.527,38.574,11.719
56.641,39.062,33.691,11.719
31.738,39.551,32.227,5.859
5.859,38.574,29.297,6.348
2.441,40.039,23.438,4.883
35.156,40.039,26.367,2.93
41.992,36.621,32.227,5.371
24.414,38.086,33.691,4.395
3.906,39.062,32.715,3.418
-1.465,39.551,35.645,8.301
34.18,36.133,39.062,17.578
50.293,38.574,39.062,22.949
31.25,44.922,39.551,23.926
13.184,44.434,35.156,20.508
7.812,49.316,26.855,13.184
38.574,49.316,23.926,13.184
61.035,43.457,21.484,20.508
50.293,48.34,23.438,21.973
32.715,48.34,30.762,23.926
22.461,44.434,41.016,20.02
50.293,48.828,47.363,22.461
72.266,47.852,43.457,32.227
58.105,44.434,41.504,28.809
36.133,42.969,41.992,22.461
20.508,41.504,41.992,19.043
39.062,42.48,44.434,13.672
59.082,38.086,44.434,14.16
43.457,35.156,39.062,11.719
24.414,39.062,38.574,8.789
7.812,34.668,36.621,13.184
21.484,27.832,38.574,12.207
52.734,28.32,39.062,15.137
48.34,31.25,39.551,23.438
23.438,35.156,42.48,18.066
2.441,35.156,40.527,10.254
16.602,35.156,38.574,13.184
50.293,33.203,37.598,18.066
48.34,34.18,44.922,18.555
28.809,36.133,44.434,13.184
3.418,30.762,33.691,8.301
7.324,29.785,36.621,9.277
44.922,37.109,42.48,17.578
50.293,46.387,43.457,23.438
35.156,52.246,43.457,17.578
17.09,50.781,37.109,11.23
17.09,50.781,37.109,9.766
50.293,49.805,42.969,12.207
54.688,43.945,38.086,12.695
33.203,38.574,34.18,9.766
13.672,35.156,34.18,4.883
9.277,33.691,32.715,3.418
41.992,30.762,34.18,11.719
51.758,29.785,32.715,17.578
34.18,32.715,35.645,12.695
18.555,33.203,36.621,9.277
13.184,32.715,35.645,7.324
42.48,30.762,38.086,11.719
54.199,27.832,36.621,14.648
34.668,28.809,31.25,8.301
21.973,27.344,26.367,9.277
15.137,27.344,33.203,12.695
37.109,31.25,37.598,16.113
55.664,32.227,30.762,18.555
42.969,34.668,28.809,17.578
23.438,37.109,37.109,13.184
7.324,35.156,40.039,6.348
35.645,36.621,41.016,10.742
62.5,36.621,43.945,19.531
48.34,29.297,44.434,19.531
28.809,27.344,39.062,15.625
11.719,27.832,33.203,10.254
28.32,26.855,28.809,12.695
56.152,27.832,25.391,13.184
48.34,34.18,33.203,13.184
34.18,35.645,38.086,16.113
20.02,34.18,35.645,17.09
31.738,35.645,40.527,22.461
64.453,32.715,35.645,28.809
55.176,30.273,32.227,24.902
26.855,31.25,36.133,16.113
7.812,32.227,32.227,11.23
19.043,30.273,41.504,15.137
53.223,29.297,49.316,23.438
49.316,25.391,47.852,20.996
26.855,23.438,52.246,14.648
6.836,23.438,51.758,8.789
7.812,22.461,50.781,0.977
42.969,22.949,52.246,7.324
49.316,24.414,50.781,15.625
25.879,34.18,51.27,10.742
3.418,34.18,49.316,7.812
6.348,33.203,51.27,11.719
42.969,36.621,50.293,16.113
49.805,37.598,43.945,19.531
33.691,38.086,42.969,20.02
20.02,36.621,43.945,16.113
13.672,33.203,49.316,11.719
43.945,33.203,47.852,14.16
48.828,30.273,38.574,9.277
22.949,27.344,34.668,-1.465
6.348,30.762,35.156,0.0
1.465,33.203,37.598,3.906
35.156,33.691,39.551,9.766
55.664,30.762,40.039,15.137
35.645,29.297,33.203,11.719
10.742,25.879,30.273,5.371
0.977,22.949,33.203,7.324
29.297,25.879,41.992,12.207
45.898,25.391,36.621,11.23
28.809,19.531,32.715,6.348
11.719,19.043,36.621,3.418
2.93,26.367,33.691,9.277
23.926,32.715,38.086,10.254
46.875,34.668,41.992,10.742
34.668,33.691,42.969,8.301
19.531,36.133,41.016,1.465
6.348,37.598,36.621,-2.93
21.973,37.109,35.645,-2.441
44.434,35.645,37.109,5.859
30.273,35.156,35.156,6.836
10.254,36.621,30.762,-1.465
-6.836,38.086,30.762,-4.883
10.742,40.039,35.156,3.906
46.387,39.062,32.715,10.254
39.062,34.18,37.109,15.625
19.531,33.691,42.48,14.16
-0.488,34.668,34.18,9.766
6.836,37.598,31.738,8.301
43.457,40.039,27.832,6.836
38.086,40.039,31.738,9.766
16.602,39.551,42.969,9.766
-0.977,38.086,37.598,7.324
4.883,39.062,36.133,6.836
43.457,37.109,40.039,8.789
48.34,37.109,42.969,10.742
30.273,39.062,44.434,4.395
7.324,40.039,38.086,-2.441
0.488,37.598,39.062,-4.395
35.645,37.109,43.945,2.93
49.805,36.621,41.992,9.277
32.227,34.668,47.363,2.441
15.625,39.062,50.293,0.0
15.137,44.434,43.945,5.859
47.852,46.387,45.898,12.695
62.5,41.016,42.48,16.602
46.875,37.109,40.527,17.578
22.461,36.133,37.109,13.184
8.789,29.297,29.785,9.766
39.062,31.738,33.691,16.113
50.293,34.668,33.691,22.949
32.227,31.738,34.18,25.391
16.113,28.809,32.227,22.461
5.371,29.785,28.809,20.508
30.762,31.738,32.227,21.973
54.199,28.32,35.156,23.438
43.457,25.879,36.133,21.973
24.902,27.832,38.086,20.02
11.23,29.297,35.645,19.043
35.645,34.668,36.133,20.02
63.965,36.133,38.574,22.949
55.664,38.086,44.434,27.832
36.133,39.062,50.781,27.832
11.23,35.156,41.504,17.09
24.902,36.621,35.156,15.137
57.129,37.598,38.086,22.949
47.852,41.016,37.109,20.508
28.809,41.992,34.18,16.113
7.324,40.527,31.25,15.625
16.113,40.039,38.086,14.16
52.246,41.016,49.316,20.508
49.316,41.992,50.781,22.461
28.809,43.945,50.781,21.484
7.812,44.434,46.387,21.484
17.09,44.922,36.133,18.555
51.27,42.48,31.25,24.902
43.457,38.574,31.738,20.996
23.438,37.109,34.18,13.184
6.836,34.668,33.691,18.066
11.719,34.668,30.762,20.02
46.875,31.25,28.32,22.461
52.246,29.297,32.227,26.367
38.086,32.715,34.668,27.344
19.043,33.691,29.785,23.438
17.09,36.621,27.832,19.043
52.246,35.645,30.762,23.438
57.129,28.32,35.645,19.531
33.691,26.367,37.109,9.277
15.137,27.344,33.203,8.301
8.301,25.391,33.203,5.371
40.527,30.762,40.039,2.441
56.152,32.227,40.527,8.789
35.645,29.297,38.574,13.184
13.184,35.645,40.527,5.371
4.883,37.598,41.016,0.977
38.086,35.645,49.805,9.277
58.594,34.668,55.664,19.043
39.551,35.156,56.641,16.602
20.02,41.504,50.293,11.719
11.719,49.316,43.945,13.184
40.527,58.594,46.875,16.602
58.594,61.035,45.898,13.672
35.156,60.059,42.48,1.465
18.066,59.57,42.48,-1.465
6.348,57.129,45.898,1.465
31.738,58.105,46.387,9.277
56.152,56.641,41.504,9.766
35.156,54.199,38.086,-0.977
20.02,54.688,41.016,-0.488
3.418,53.711,37.598,-1.465
17.09,51.27,33.203,-5.371
55.664,51.27,33.203,4.883
48.34,54.688,30.273,7.812
22.461,58.594,33.203,-0.977
-0.977,60.059,34.668,-6.836
11.23,57.617,39.062,-2.93
38.086,51.27,42.969,0.977
27.832,52.734,47.363,0.977
15.625,56.152,54.199,0.488
-2.93,49.316,51.27,5.371
1.953,47.363,49.805,7.812
37.109,52.246,46.875,9.277
40.039,59.57,43.457,11.23
19.531,58.594,44.434,4.883
-1.465,59.57,42.969,2.93
4.883,62.5,48.34,8.301
37.598,55.664,53.223,13.672
42.969,54.688,46.387,20.508
29.785,54.199,38.574,19.043
5.371,49.316,32.227,8.301
-5.859,48.828,28.809,-1.953
27.832,48.828,30.762,3.418
51.27,51.758,27.832,18.066
32.227,57.129,22.461,6.836
1.953,54.199,23.438,-5.859
-2.441,44.922,26.367,-2.441
33.203,41.016,29.785,8.301
44.922,40.527,22.949,16.113
21.484,38.574,20.508,7.324
4.395,40.039,22.949,0.0
2.93,39.551,18.555,0.977
27.832,38.574,26.855,0.977
35.645,35.645,28.809,-4.395
18.555,37.109,28.32,-1.953
5.371,40.527,37.109,6.348
1.465,41.992,33.691,10.254
33.691,46.387,28.809,13.672
53.711,44.922,30.762,18.066
36.133,42.969,28.809,13.184
20.996,43.457,26.855,9.766
-0.488,40.039,25.879,9.277
23.926,34.18,29.297,16.602
62.988,36.133,31.738,33.203
52.734,42.969,28.32,38.574
27.344,41.992,24.414,26.855
1.953,41.992,24.414,17.09
16.113,36.621,30.762,18.555
46.387,32.227,33.203,21.484
39.062,41.504,29.297,12.695
30.273,49.805,31.25,7.812
16.113,52.246,34.668,13.184
18.555,49.805,37.598,13.184
54.688,44.922,41.016,19.531
55.176,43.945,39.062,19.531
29.297,41.504,39.551,6.836
-2.441,42.48,39.551,-5.371
-0.488,47.852,32.227,-10.254
38.086,44.434,29.297,-2.441
39.551,40.039,28.809,0.488
20.02,41.504,35.156,-2.93
-0.977,42.969,33.691,2.441
4.395,44.922,26.855,4.395
35.156,42.969,24.902,4.395
34.668,41.016,21.484,6.836
20.508,46.875,18.555,6.836
3.906,45.41,15.137,5.371
6.348,38.086,16.602,7.324
41.016,32.715,24.902,14.648
45.898,28.32,25.879,14.648
23.926,32.715,20.02,0.977
6.836,38.086,16.113,-4.883
2.93,40.039,12.695,-2.93
32.715,42.969,14.648,0.977
51.27,47.852,14.648,11.719
28.32,44.434,16.602,2.441
2.441,35.156,21.973,-2.93
-1.465,36.133,21.973,9.277
27.344,45.898,20.508,5.859
47.852,47.852,5.371,1.953
31.738,45.41,2.441,-0.977
8.789,46.875,11.23,-8.789
4.883,48.828,7.324,-6.836
22.461,48.34,14.16,-4.883
41.504,43.945,26.855,1.465
37.109,47.852,32.715,3.906
14.16,53.711,29.297,-8.301
-7.324,51.758,26.855,-15.625
13.184,48.34,31.738,-11.23
45.898,44.434,34.668,-1.953
27.344,40.527,32.227,-8.301
6.836,42.48,24.902,-17.09
4.883,48.828,23.926,-3.906
25.879,52.246,26.855,5.859
53.223,49.316,24.902,4.883
41.504,42.48,29.297,3.906
24.902,36.621,40.039,7.812
8.301,41.016,33.691,3.906
7.324,44.922,27.832,-2.441
36.133,46.875,29.297,4.395
35.645,52.734,29.785,11.719
10.742,50.293,35.156,6.348
-11.719,45.41,34.668,-2.93
-5.371,48.828,33.691,-8.789
32.715,58.105,34.18,-3.906
36.133,60.059,37.598,3.906
8.789,53.711,39.551,-2.441
-7.812,51.758,39.551,-7.324
0.0,54.199,39.551,-2.93
30.762,53.223,42.48,3.418
37.598,49.316,44.434,6.836
23.926,55.664,44.922,2.93
5.371,57.129,46.387,4.395
-0.977,55.664,41.016,4.395
32.227,56.641,36.133,10.742
44.434,50.781,32.715,20.02
19.531,48.34,38.574,9.277
-5.859,47.363,44.434,-0.977
-5.859,44.434,41.504,2.93
30.762,40.039,41.992,15.625
43.945,37.109,37.598,22.461
20.02,39.062,31.738,16.113
6.348,44.434,28.809,8.301
-0.977,46.387,25.879,0.488
22.461,42.969,31.738,3.418
38.574,39.062,34.18,6.348
21.973,39.062,32.227,4.883
5.371,40.527,33.203,3.418
-13.672,40.527,33.203,-10.254
6.348,45.898,34.18,-18.555
30.273,45.898,28.32,-19.531
19.043,42.969,24.902,-18.555
0.488,43.457,33.203,-17.578
-12.695,40.527,33.691,-18.555
15.625,43.945,33.203,-16.113
47.852,48.34,33.203,-5.371
34.668,48.828,31.738,0.488
16.602,46.875,32.715,3.906
3.906,42.969,31.738,6.836
21.484,45.41,33.203,7.812
50.781,43.945,36.133,11.23
36.133,39.062,37.109,4.883
16.113,42.48,39.062,-4.883
-0.488,39.062,39.062,-2.441
12.207,35.156,41.992,7.324
53.223,38.086,41.992,13.672
53.711,40.527,37.598,12.207
32.715,44.434,38.086,10.742
14.16,50.293,35.156,11.719
17.09,45.898,36.133,10.254
42.969,37.109,38.574,12.695
43.945,36.621,38.574,16.113
23.926,37.598,41.504,13.184
-0.977,34.668,39.551,9.766
1.953,26.367,34.18,8.789
37.598,24.902,33.203,15.137
45.41,26.855,33.691,23.926
25.391,26.855,36.133,21.484
4.395,24.902,34.18,14.16
0.977,23.438,35.156,14.648
32.227,23.926,36.621,17.578
47.852,23.438,39.062,22.461
30.762,24.414,41.016,18.066
12.207,31.25,34.668,4.395
5.371,38.086,31.738,0.977
30.273,38.086,37.109,5.859
38.086,36.621,34.18,5.859
16.602,39.551,34.668,4.395
-8.789,36.621,37.598,-5.859
-21.484,31.738,39.551,-3.906
10.254,32.227,51.27,11.719
32.715,36.621,51.758,15.137
14.648,39.551,41.504,6.836
-13.184,41.504,40.039,-1.953
-27.344,36.133,39.551,0.0
-0.977,31.738,37.598,9.766
29.785,38.086,40.527,21.973
24.414,45.41,44.922,19.043
1.953,45.41,46.387,9.766
-21.484,44.922,46.875,6.348
0.488,44.922,48.828,10.254
35.645,41.016,46.387,20.02
26.367,34.668,43.945,19.531
10.742,31.25,42.969,14.16
-4.395,35.156,36.133,12.207
1.953,35.645,32.715,4.883
26.367,31.738,35.645,2.93
12.207,29.785,40.527,0.488
-12.695,30.762,41.016,-3.906
-28.809,31.25,37.109,-3.906
-17.09,32.715,37.598,-3.906
15.137,37.109,37.109,-3.418
13.672,35.156,28.809,-6.348
-6.836,34.668,25.879,-10.254
-30.273,34.668,29.785,-10.742
-25.391,32.227,34.18,-8.789
8.789,27.832,32.227,-4.395
10.742,23.926,29.785,-2.93
-2.441,22.461,33.203,-0.977
-17.09,21.973,34.18,0.488
-20.02,20.508,41.016,0.488
16.602,17.09,44.434,4.883
34.668,22.461,38.574,12.695
23.438,27.832,40.527,15.625
0.0,23.438,42.48,11.23
-8.301,19.531,38.086,8.301
29.785,18.555,37.109,15.625
44.434,18.555,35.156,24.414
23.438,18.066,32.227,21.973
6.836,20.508,30.762,18.555
-2.441,20.02,30.273,22.949
16.602,17.09,32.227,17.578
29.785,16.113,33.203,13.184
19.043,21.973,33.691,20.996
2.93,29.297,38.086,21.973
-8.789,30.273,37.109,18.555
13.672,31.738,37.598,17.09
38.086,28.809,39.062,21.484
27.344,25.391,40.527,18.555
1.953,22.949,44.434,8.789
-16.602,19.531,45.41,7.812
10.254,20.996,45.898,9.277
39.062,27.344,39.062,7.324
25.391,34.18,36.133,3.418
-0.977,36.133,45.898,-5.371
-18.066,35.645,46.387,-7.812
4.395,30.273,41.016,0.0
35.645,33.203,36.621,5.371
30.762,36.133,36.133,9.277
9.766,29.297,41.504,3.418
-16.602,26.855,41.992,-3.906
-0.488,28.809,38.574,0.0
39.062,31.25,34.18,11.719
29.785,28.809,36.621,10.742
12.695,31.25,40.039,6.348
-5.859,36.621,36.621,7.812
-3.418,37.109,36.133,0.0
31.738,36.133,38.086,0.488
31.25,32.227,28.32,2.441
6.348,27.832,20.508,-4.395
-20.02,28.32,26.855,-12.207
-15.137,27.832,29.297,-12.695
28.809,25.879,27.832,3.906
32.227,31.25,24.902,12.207
13.184,37.598,24.902,5.859
-1.465,36.133,29.785,4.883
-0.488,36.133,31.25,9.277
32.227,34.668,31.25,12.695
41.016,32.715,29.785,20.02
21.484,36.621,36.621,19.531
-0.977,42.969,39.551,10.742
-7.812,41.992,24.902,7.812
26.367,42.48,19.531,13.672
38.086,45.898,27.344,15.625
17.09,44.434,31.738,12.207
0.0,41.016,30.273,10.742
-7.324,34.668,32.715,11.23
26.367,34.668,35.645,15.625
46.387,37.598,33.203,18.555
28.32,33.691,31.738,15.137
11.719,35.156,31.738,12.207
-5.859,37.598,31.738,11.23
16.113,38.086,33.691,10.254
37.109,38.086,31.738,14.16
27.832,34.668,33.203,17.578
12.207,36.133,39.551,12.207
-11.23,37.109,37.109,6.836
11.719,36.621,35.645,12.207
47.852,35.645,41.504,19.531
34.668,35.645,39.551,15.137
10.742,34.668,37.598,2.93
-9.277,29.785,35.156,2.441
12.207,31.25,34.668,9.277
48.828,33.203,35.156,15.137
39.551,25.879,30.762,16.113
19.043,22.461,32.715,11.719
-1.465,20.02,35.156,9.277
7.812,16.113,35.645,9.277
39.551,17.578,39.062,12.695
33.203,17.09,41.016,15.137
12.207,16.602,41.504,14.648
-13.184,17.578,40.039,8.301
-8.301,21.484,40.039,8.301
28.809,25.391,41.504,13.672
27.344,20.996,42.48,10.254
13.184,18.555,41.504,11.23
-2.93,19.531,38.574,12.207
-8.301,20.508,41.016,5.371
25.391,24.902,48.828,10.254
37.598,25.391,42.969,18.066
25.391,30.273,41.016,19.531
10.742,42.48,46.875,19.531
5.371,46.875,43.457,17.09
32.227,46.387,43.945,11.719
43.945,45.41,41.016,15.625
36.133,45.898,36.133,24.902
18.555,48.828,40.039,20.508
9.277,53.711,42.969,14.16
37.598,53.711,49.316,14.16
41.992,47.363,50.293,16.602
22.461,43.945,47.852,11.719
2.441,45.898,50.781,4.395
-10.742,43.945,44.922,-1.465
17.578,43.457,41.504,-0.488
38.086,48.34,41.016,7.324
23.926,51.758,41.504,11.719
9.277,53.223,45.898,14.648
-3.906,51.27,47.852,17.578
15.137,48.34,57.129,20.02
41.016,46.387,62.988,26.367
35.156,42.48,54.199,27.344
13.672,42.969,55.664,20.996
-5.371,47.363,55.176,16.602
17.578,48.828,44.434,15.137
41.504,48.828,41.504,13.672
27.832,49.805,47.363,12.695
10.742,48.34,49.316,13.184
-3.906,43.457,46.387,10.254
12.695,39.551,51.27,11.719
38.574,37.109,51.758,14.648
28.809,34.668,53.223,12.695
17.578,34.18,58.105,17.09
-0.977,38.574,54.688,20.02
3.418,37.598,44.922,11.719
32.227,35.645,45.898,6.836
26.855,38.086,51.27,7.324
6.836,39.062,51.758,0.0
-13.672,38.574,46.875,0.0
-3.418,40.039,47.363,8.301
27.832,44.922,54.199,7.324
23.926,44.922,49.316,4.883
11.719,45.41,49.316,7.812
-7.324,51.27,50.781,0.488
-4.883,55.176,42.48,-2.93
33.691,56.152,46.387,4.883
42.48,56.641,44.922,11.23
26.855,58.105,44.434,11.23
10.742,56.641,49.805,9.277
5.859,51.27,44.922,8.789
31.738,48.34,47.852,7.324
45.898,44.922,49.805,12.695
29.297,41.992,50.293,12.207
9.277,42.969,44.922,11.719
4.883,47.852,37.109,10.742
24.902,46.387,41.992,0.977
30.762,39.062,42.48,1.953
13.672,33.203,40.039,2.93
-8.789,32.715,42.969,-5.371
-21.973,31.25,41.016,-7.324
5.859,27.832,35.645,-2.93
21.973,26.367,37.109,0.488
6.348,26.367,41.016,-3.906
-8.789,28.809,36.133,-9.766
-19.043,32.227,27.832,-7.812
9.766,35.156,27.344,-4.395
28.32,32.715,28.32,-4.883
12.207,28.809,27.832,-4.883
0.977,32.715,30.273,-4.883
-15.137,31.738,27.344,-2.93
2.93,28.809,27.344,1.953
30.273,27.832,33.203,9.277
23.926,27.832,38.574,13.672
13.672,29.785,40.527,14.16
-3.418,25.391,41.504,16.602
9.766,24.414,42.969,16.113
41.992,26.855,47.363,16.113
26.855,21.484,49.316,11.23
-2.93,16.113,43.945,7.324
-23.438,13.184,38.574,3.906
-10.742,14.16,34.18,0.488
20.508,17.578,31.25,8.301
16.602,14.16,26.855,8.789
-5.371,8.789,23.926,0.0
-28.809,10.254,30.762,-0.977
-22.949,11.23,36.133,1.953
12.207,9.766,30.273,5.859
13.184,7.324,25.879,6.836
-2.441,9.766,30.762,2.93
-14.16,16.602,29.785,5.371
-9.766,17.578,30.273,6.836
27.832,18.555,41.992,13.672
35.156,19.043,42.48,19.043
17.09,20.508,41.504,15.137
0.488,25.879,43.945,6.836
-3.418,27.832,43.945,7.324
30.762,27.344,50.293,12.695
48.34,27.344,44.922,14.648
36.133,37.109,40.039,10.742
12.207,45.41,43.457,4.395
1.953,43.945,51.27,1.953
36.621,36.133,55.664,-0.488
45.898,28.809,50.293,0.0
28.32,27.344,46.875,1.953
16.113,30.273,47.363,0.0
7.812,33.203,44.434,0.488
31.738,32.227,43.945,2.93
48.34,27.344,46.875,2.93
37.598,25.879,49.316,5.859
21.973,25.879,55.176,7.812
11.719,27.344,51.758,6.836
35.156,34.668,49.805,7.324
50.781,36.621,53.711,5.859
32.715,35.156,50.293,5.859
17.09,32.227,41.016,6.836
2.93,30.762,30.762,6.348
22.461,29.785,30.762,6.836
52.734,33.203,32.715,9.766
40.039,36.133,28.809,11.23
27.344,32.715,29.297,14.648
13.184,31.738,32.715,16.113
22.461,29.785,35.156,13.184
49.316,26.367,41.504,11.719
42.969,26.855,45.41,15.625
22.949,30.762,45.41,13.672
-5.371,31.738,39.551,3.418
-5.859,23.438,34.668,-1.953
28.809,26.367,35.645,3.418
36.621,32.715,30.762,12.207
22.461,35.156,25.879,11.23
1.465,37.109,23.926,6.836
3.418,37.598,25.879,9.277
38.574,43.457,27.344,11.719
46.387,46.387,24.414,16.602
26.367,47.363,28.809,16.602
1.465,45.898,30.273,7.812
-3.906,41.504,30.273,0.977
30.273,41.504,32.227,5.371
42.969,39.551,26.855,14.16
25.879,35.156,27.832,14.648
2.441,36.621,30.762,7.812
-1.953,41.016,26.367,5.859
36.133,39.551,32.715,11.23
51.27,37.109,33.691,17.578
34.668,39.551,28.809,14.16
14.16,41.992,33.691,3.906
2.93,41.504,34.18,-2.93
35.645,39.551,31.738,0.488
58.594,36.621,30.273,8.301
48.828,39.062,30.273,14.16
33.691,37.598,27.344,14.16
18.555,30.273,22.461,6.348
40.527,28.809,24.902,4.883
61.035,28.809,28.32,9.766
48.828,28.32,26.367,11.23
27.832,30.762,25.879,3.906
2.93,30.762,25.391,-0.488
23.438,30.273,27.344,3.418
48.34,33.691,32.227,4.395
38.086,34.18,34.18,5.859
26.367,32.715,39.062,6.836
10.742,32.715,38.086,4.395
24.902,31.25,33.691,3.418
52.734,30.762,36.621,10.742
48.34,29.297,39.062,19.043
31.738,31.25,38.086,14.648
11.719,34.668,35.645,11.23
23.438,31.25,35.156,14.648
51.758,29.785,35.156,15.625
46.875,36.133,30.273,14.16
30.273,41.016,27.344,10.254
9.766,40.527,22.461,1.465
14.648,42.969,24.414,-0.488
54.688,45.41,27.832,9.766
55.176,41.504,21.973,21.484
36.133,34.668,25.391,21.973
19.531,35.645,33.691,15.625
13.184,31.738,33.203,9.277
42.48,27.832,31.25,10.254
45.898,31.25,33.203,17.09
30.273,30.762,38.086,14.648
16.602,29.297,35.156,11.23
8.301,30.762,31.738,11.719
41.016,28.32,31.738,14.648
54.199,20.508,36.133,20.508
40.039,18.555,47.363,25.879
25.391,23.438,45.898,26.855
11.719,29.297,41.016,19.531
38.574,31.738,41.992,15.625
